"id","tags"
"38351","50m people pose ocean percussion fall diving happen olympiad"
"38352","jump acceleration assumption discontinuity"
"38353","1-2 left-frac _0 frac-1 dq_i dq_j subscript"
"38357","black-hole entropy"
"38368","information connection kinetic-energy"
"38370","create magnetic-field"
"38371","solar-system discontinous phase-space continous simplest transitions"
"38372","cooling"
"38374","minimize tidal forces"
"38377","train accelerating"
"38379","derive special-relativity einstein"
"38380","singularity gravity newtonian"
"38385","1+ ball sqrt-2 1-2"
"38394","symmetric static solutions spherically"
"38397","charged"
"38399","theories"
"38400","rigid moment-inertia"
"38403","electric-field lamp transducer"
"38404","newton-law gauss-law coulomb path-integral"
"38405","generic heuristic features semi derivations"
"38406","charge-density central degrees-freedom"
"38410","electricity"
"38415","nuclear war"
"38420","anisotropy crystal forces magnetic-field opposite-direction local"
"38424","wave-function delta path-integral"
"38427","yang proof theorem"
"38428","performance vehicle"
"38431","increase percentage length pendulum"
"38433","kinetic-energy quantized"
"38435","mg center-mass"
"38440","slit-experiment double-slit failed tried"
"38441","acceleration slit-experiment determine"
"38445","lagrangian"
"38448","acceleration vertical gravitational-force 2nd newton-law affect horizontal"
"38452","repel electrons"
"38458","frac-1 horizontal object hanging"
"38459","raman scattering fluorescence potential-difference"
"38460","positronium minimum radius compton"
"38462","cgs"
"38477","matrices physical-meaning quantity"
"38478","real represents density-matrix 1-2 negative physical-meaning quantity"
"38484","counterexample temperature negative carnot thermodynamics newton-law cycle"
"38486","intercept moving object"
"38487","density-matrix express continuous values"
"38488","charge-density insulator conductor excess"
"38490","quantum-mechanics hamiltonian"
"38492","weaker cosmological gravitational-waves stronger gravitational-field astrophysical"
"38494","bucket"
"38496","explode filled bottle heated"
"38507","venturi nozzle"
"38510","weak anti localization"
"38511","pressure flow angular-momentum"
"38513","roll gyroscope axis"
"38517","monopole"
"38520","particles lightness"
"38523","body type gravity magnifying react glass physics theoretical"
"38524","topological degeneracy"
"38525","speed-light gravity communication"
"38529","bottle"
"38533","doublets product tensor"
"38539","opposite-direction physical-meaning quantity"
"38541","hits rays am-trying band don-understand 1mev"
"38542","earth orbit"
"38545","geometry complex examples fluxes manifolds generalized"
"38548","pipe pressure nodes organ gravitational-waves"
"38550","gravitational-force gravity weakest"
"38557","black-holes merging galaxies black-hole"
"38560","action makes-sense kinetic-energy low effective"
"38561","field-lines magnetic-field"
"38563","bulbs saving speed-light earth rare kinetic-energy"
"38564","homebrewing heat exchangers"
"38567","operator hamiltonian commutes"
"38568","crystals 4d spacetime"
"38573","lorentz-transformation lubanski commutator generators pauli operator"
"38574","consensus physical-meaning change"
"38576","xdf image deep magnetic-field captured extreme"
"38578","symbol mean circle path-integral"
"38584","supermarket"
"38587","deductive please-help proof difficult"
"38588","sound surface falls water hot hiss"
"38594","simulating particle gravitational-force equations-motion magnetic-field test software"
"38597","supercritical co _2 newtonian fluid"
"38598","free-energy information mapping magnetic-field"
"38599","sound stress compute wall caused magnitude gravitational-waves"
"38601","test wave-function"
"38603","breakdown voltage dielectric"
"38605","flat bottom concave heat pan efficiently"
"38608","dimensional eyes perspective"
"38612","density-matrix picture quantum-mechanics theories superstring qft"
"38614","real represent kl lk quantity"
"38615","proof relation commutation canonical"
"38621","past loop endless"
"38622","bosons probability"
"38623","noncommutativity class quantizing constraints"
"38624","cone center-mass"
"38627","elementary particle"
"38631","electricity gases conduct"
"38632","microphones analogies"
"38634","equivalent brane extremal black-hole stack branes"
"38642","balloon stable calculate height"
"38643","angular-momentum dirac-equation"
"38647","body propagation imaginary space-time"
"38649","4-pi scalar-field psi_ curvature"
"38654","slit-experiment space-time photon double-slit"
"38663","20 chain center-mass kilograms meters hanging 64"
"38665","speed-light"
"38666","invariance scale symmetry"
"38670","dimensions"
"38674","circular-motion plane equations-motion"
"38685","proof"
"38686","happens carnot kinetic-energy rest cycle"
"38687","quantum-mechanics classical-mechanics smooth manifolds"
"38697","product fock superposition"
"38698","photon"
"38705","boundary-conditions"
"38707","wheel slipping"
"38708","inductance sign"
"38709","psi_j mean"
"38713","solar-system single plane ring"
"38714","sol change"
"38718","real stokes multi gases maxwell-equations validity navier species"
"38720","riddle respect water downstream upstream"
"38721","event-horizon black-hole apparent"
"38722","susy limit dimension"
"38723","speed-light beams beam splitters"
"38727","distance gravitational-force traveled force-applied car"
"38728","rotating ring"
"38730","beam slab gaussian graded index"
"38735","quantum-mechanics"
"38742","speed-light space-time alcubierre gravity drive"
"38743","based power regulators fan save resistor"
"38744","distance turtles"
"38745","bursts ray gamma-mu nasa"
"38749","width index gaussian beam refractive"
"38752","index z_2 spin topological liquid"
"38759","faraday cage block magnetic-field"
"38761","useful physics integration riemann"
"38766","satisfy wave-function begin-equation"
"38767","quarks strings"
"38768","speed-light"
"38770","lepton baryon symmetry strangeness conservation-energy"
"38772","current induced parallel wires"
"38779","galaxies"
"38780","odd class constraints"
"38782","lorentz-transformation"
"38783","object look"
"38789","treating space-time relativistic qm treat instead position parameter"
"38792","world dark-matter deep"
"38794","charge-density photons"
"38800","condensed physics dark-matter liquid mean"
"38803","machine perpetual equations-motion temperatures argument"
"38807","held 1-2 fixed"
"38809","interference-pattern photon"
"38811","classical-mechanics limit field-theory magnetic-field"
"38813","pressure balloon"
"38819","laser cause emission ideal-gas speed-light"
"38823","atmospheric converge"
"38829","resonance understanding"
"38830","quantum-mechanics algebras"
"38831","begin-equation moved cart deriving motor differential-equation"
"38832","synchronize clocks atomic"
"38833","density-matrix charge-density construct conjugation"
"38837","black-hole spaghettification"
"38838","body ions positive solution attracted charged"
"38839","pressure kinetic-energy ideal-gas excess"
"38841","color em changes spectrums significance"
"38842","vibrates phone bed vibration"
"38846","reconnection causal"
"38856","space-time rays particle energies detectors cosmic physics"
"38857","quantum-mechanics macroscopic phenomena gravity"
"38859","chamber vacuum"
"38864","earth plasma"
"38865","free-energy optics"
"38868","space-time curvature"
"38869","planet close"
"38873","quantum-mechanics experiments couder"
"38874","//en-wikipedia central forces conservative"
"38885","distance planets measure"
"38896","dust accumulate daily moon"
"38900","change earth rotation constant-velocity rate"
"38905","derivative functional fourier-transform"
"38907","temperatures pressures typically negative absolute"
"38909","developable surface distortion plane flattened onto"
"38914","play forces due wiggle heat molecules"
"38922","superdense coding idea"
"38923","modern sidereal egyptian"
"38924","torque structure"
"38925","satellite period"
"38930","quantum-mechanics entanglement past messages send"
"38931","electromagnetic-field quantization magnetic-field arbitrary"
"38932","transformer"
"38936","shutter crystal transmission liquid 90"
"38942","reference-frame kinetic-energy"
"38949","attraction"
"38956","source photon bell"
"38958","reference-frame maxwell-equations variables inverting"
"38961","negative temperature"
"38963","quantum-mechanics study physics"
"38964","identical walking treadmill ground"
"38971","spin symmetry liquid measure"
"38975","trick replica"
"38976","conducting inside surface"
"38979","cornea reason primary transparent dark-matter"
"38982","confinement weak"
"38983","equations-motion projectile"
"38984","positive potential-energy rightarrow infty"
"38986","reference-frame volumetric rate"
"38987","linear physics tensors relations algebra"
"38988","vertical center-mass spring transfer damper affect wave-function"
"38996","quantum-mechanics edge electrons hall entangled"
"38999","magnetic-field"
"39001","begin-equation special-relativity dirac-equation"
"39005","maglevs tracks stay"
"39006","balloons deflate"
"39015","probabilistic probability amplitude"
"39016","charge-density begin-equation probability conservation-energy current defining"
"39017","current using emf resistance internal-energy"
"39019","current wire magnetic-field"
"39023","kinetic-energy inductor store magnetic-field"
"39024","domains microscope"
"39031","quantum-mechanics computers"
"39033","evaluate basis data heating expectation-value"
"39034","electric-field kinetic-energy magnetic-field"
"39039","standard-model fermion magnetic-field"
"39040","qnd decoherence csco"
"39051","physics begin-equation exponent arise"
"39055","gravitational-force object friction air"
"39059","alpha-beta space-time probe 50 centauri"
"39060","neutrino majorana dirac-equation center-mass"
"39061","apparent frequency effect doppler"
"39069","domain maxwell-equations space-time inhomogeneous transforms fourier-transform"
"39073","entangled atoms"
"39076","color proton"
"39084","maxwell-equations equations-motion gauge"
"39087","continuity begin-equation log rho"
"39088","example gnuplot error"
"39090","black-hole physical-meaning size"
"39098","sun life sustain human earth"
"39100","black-hole"
"39103","quantum-mechanics entanglement microwave"
"39110","begin-equation quantum-mechanics developed gravitational-force electrostatic relativistic"
"39117","paradox addition lorentz-transformation twin using angular-velocity"
"39121","car object angle hanging"
"39122","dimensional schwarzschild reduction solution"
"39124","vector killing magnetic-field"
"39128","orbital muons electrons"
"39131","body speed-light massive"
"39138","earth orbit"
"39141","universe space-time makes-sense static"
"39143","water space-time percentage void empty"
"39146","thrust space-time vacuum"
"39148","glauber boundary-conditions dynamics"
"39156","moments forces"
"39159","concurrence"
"39161","happens embedded formed rotating magnetic-field dust black-hole charged"
"39162","metric inverse tensor"
"39165","quantum-mechanics physics linear algebra"
"39166","torque equilibrium"
"39168","thermodynamics schr-dinger"
"39170","simulation software"
"39172","rotating hoop"
"39173","happens star form neutral magnetic-field black-hole collapses"
"39174","happens falls schwarzchild magnetic-field black-hole monopole"
"39176","schwarzschild approach classical-mechanics radius"
"39188","quantum-mechanics thermodynamics study books decoherence"
"39193","move nucleus hydrogen-atom"
"39194","upper moment-inertia electric-field electron quadrupole published"
"39197","solar-system metric suitable"
"39200","functions probability amplitude"
"39205","summation derivative einstein"
"39206","spin"
"39208","discreteness quantum-mechanics reason"
"39215","newton-law break 3rd"
"39216","talking space-time curvature"
"39222","universe magnetic-field intergalactic magnetic-fields"
"39224","begin-equation"
"39226","free-energy dynamics lagrangian particle"
"39229","classical-mechanics strong weak interactions"
"39234","electron finite potential-energy incident barrier"
"39241","survive perturbativity renormalization"
"39247","physics vehicle"
"39248","standard-model hendriks teller"
"39253","pull black-hole"
"39256","closure phase-space"
"39258","quantum-mechanics dealing books field-theory magnetic-field"
"39260","speed-light gravity"
"39263","glass wine"
"39269","creation anti particle"
"39270","frac-partial mu-nu partial_t"
"39277","cft string-theory massive worldsheet"
"39281","200 kinetic-energy weight"
"39285","landau"
"39287","quantum-mechanics particle field-theory magnetic-field"
"39288","lid bolognese kinetic-energy"
"39293","dark-matter"
"39298","annihilation information loss"
"39299","materials paramagnetic ferromagnetic diamagnetic"
"39301","slit-experiment beams electron predicted stern happen gerlach"
"39302","tension center-mass"
"39303","banned experiments lhc"
"39306","diffusion flow stagnant convective film"
"39307","sakurai harmonic-oscillator"
"39323","set begin-equation complete klein gordon"
"39328","quantum-mechanics graph statistical-mechanics invariants"
"39331","real space-time slow perform squid flux magnetic-field varying"
"39332","car center-mass"
"39335","wavefunction locality"
"39336","valid begin-equation solution klein gordon"
"39343","charges sphere shape equilibrium electric-field"
"39347","limb phrase atmospheric earth mean"
"39350","angle transmission cos-theta bragg diffracted condition"
"39351","beer bottle"
"39354","classical-mechanics superposition"
"39355","dark-matter degrees-freedom"
"39357","action wave-function stationary sin-theta cos-theta"
"39363","quantum-mechanics teleportation effect"
"39369","linear solid electric-field sphere insulating radius magnetic-field"
"39373","wheel friction"
"39374","zero"
"39376","acceleration gradient begin-equation harmonic-oscillator"
"39377","definition cft"
"39378","paradox optics"
"39382","gauge transformations"
"39383","radiation reversibility hawking"
"39387","magnet event-horizon carrying cross-section black-hole"
"39389","faraday cage theoretically higgs"
"39392","solar-system optical kinetic-energy fiber"
"39393","speed-light reduced gravitational-field moderators constant-velocity team newton-law dream planck frac-hbar"
"39396","log burning"
"39398","paradox special-relativity"
"39400","turbulence"
"39401","angular-momentum space-time scale hyperbolic h3 theories representation invariant momenta"
"39403","bogolubov"
"39408","hamiltonian"
"39410","isobaric"
"39413","repulsion kinetic-energy"
"39415","quantum-mechanics nabla-cdot locality"
"39416","source rays finite speed-light"
"39419","begin-equation form differential-equation maxwell-equations path-integral proof"
"39421","kilogram"
"39424","adiabatic expansion"
"39428","explanation mechanism higgs"
"39435","electro tensor optic"
"39437","orbital ze frequency particle charge-density"
"39441","acceleration angular-momentum stone disk"
"39442","angular-momentum intuitive explanation variable position fourier-transform"
"39450","diffusion probability"
"39451","4-pi slit-experiment slits"
"39456","shown torque"
"39457","quantum-mechanics maxwell-equations computers demon"
"39458","spectral distribution"
"39464","equations-motion clock"
"39467","speed-light special-relativity"
"39473","energies positive"
"39475","kinetic-energy einstein relation center-mass"
"39476","graviton necessarily spin particle 1-2"
"39477","reference-frame rest mean"
"39479","density-matrix term exponential"
"39481","normalizable wave-function functions"
"39482","telekinetic"
"39484","schrodinger-equation begin-equation effective center-mass solar-system time-dependent position"
"39485","density-matrix standard-model path-integral"
"39492","homonuclear rotation molecule diatomic"
"39497","bragg 1913"
"39502","dust attraction surface charged"
"39504","free-energy decoherence photon single"
"39512","bars gold"
"39515","differences constants gravitational-field"
"39519","bec review bcs am-looking crossover"
"39521","wireless communications oam"
"39524","quantum-mechanics polarization spin teleportation"
"39525","black-hole"
"39526","angular-momentum kinetic-energy"
"39532","speed-light phase-space measured"
"39538","crazy"
"39539","result locality"
"39540","don-understand"
"39541","modeling/simulation"
"39542","scalar-field 1/2 klein describe gordon dirac-equation magnetic-field spin"
"39550","diatomic ideal-gas"
"39551","box lifting ideal-gas"
"39553","1-2 atmospheric center-mass 10326 normal-force air frac-1 pressure kg true"
"39558","volume liberated battery charged"
"39562","material spacecraft construction properties possess"
"39568","thermodynamics delta newton-law 2-+ true pm"
"39570","sound produced atomic level"
"39572","operator space-time product tensor"
"39575","water"
"39577","beam opposite-direction"
"39580","box bento vacuum"
"39581","omniscience"
"39584","hand"
"39589","processes universe increase reversible entropy infinitesimally"
"39590","electron particle"
"39591","gaussian surface"
"39594","lep asymmetry meson dimensions evidence"
"39595","universe dark-matter"
"39596","measuring destroy entanglement"
"39602","hermitian qm operators"
"39611","heisenberg uncertainty-principle"
"39616","times-10 gravitational-force physical-meaning"
"39617","newton-law applications technology gauss-law"
"39618","lamb shift derive"
"39622","bungee required stop gravitational-force jumper"
"39628","hydrogen-atom expression structure hyperfine"
"39630","begin-equation particle frac-1 describes massless spin"
"39632","norton begin-equation dome"
"39635","sun look path-integral"
"39642","schrodinger-equation begin-equation"
"39643","using string-theory brane worldsheets"
"39648","quantum-mechanics spin transforms magnetic-field"
"39650","nuclear relationship explosions power earthquakes"
"39651","electron gamma-mu"
"39654","newton-law space-time uniformly gauss-law charged"
"39657","opposite-direction flag object moving wind"
"39659","lift air"
"39666","color meson dark-matter quark"
"39668","hydrogen-atom bomb secondary"
"39672","produce caustic original object hologram"
"39674","measurement cold hydrogen-atom kinetic-energy substance"
"39677","quantum-mechanics differences rational analytical classical-mechanics theoretical"
"39679","collisions"
"39681","functions born energies nuclear oppenheimer analytic positions"
"39685","nuclear kinetic-energy fission"
"39686","pair electron entangled positron"
"39688","water vessels communicating"
"39689","index potential-energy 4-pi"
"39691","space-time black-hole anti dark-matter"
"39693","pivot adjustment torque offset"
"39698","electical gap affect spark plasma passing wind"
"39700","skydiver fat"
"39704","rotation"
"39706","begin-equation"
"39707","space-time wavefunction precision solved computer arbitrary"
"39708","control based mirrors cross-section 2d optical connect mems"
"39712","books complex systems"
"39729","electromagnetic-field begin-equation dirac-equation magnetic-field"
"39731","charge-density angular-velocity time-dependent lagrangian"
"39732","speed-light photons darkness"
"40738","speed-light"
"40739","sphere dyson"
"40740","universe hologram"
"40744","edge curvature"
"40746","grassmann"
"40750","microstate macrostate probability thermodynamic"
"40751","angular-velocity air zero particle resistance"
"40754","begin-equation math schr-dinger"
"40757","unitary governed frac-1 propagate ht amplitude operator frac-hbar"
"40759","lagrangian"
"40763","speed-light frequency violet"
"40770","potential-energy begin-equation schr-dinger"
"40775","quantum-mechanics dirac-equation formulation"
"40777","space-time oxidizer"
"40778","space-time ball resistance air"
"40779","scalar-field begin-equation probability klein negative gordon magnetic-field spin"
"40785","toolbox"
"40786","sound baumgartner speed-light felix quickly reached"
"40788","impact inside gravitational-force measure"
"40789","travel radio walls"
"40791","ferrofluid begin-equation magnetic-field"
"40797","earth space-time associated shrinking"
"40802","begin-equation laplace"
"40804","infinite barrier"
"40807","constant-velocity cosmological"
"40808","electron radiation"
"40814","pair lattice interactions"
"40815","jump position satellite redbull"
"40824","water considered substance low friction"
"40825","psi-rangle rangle-langle physical-meaning"
"40829","jumped felix baumgartner"
"40832","quantum-mechanics relativistic radiative effects simulation"
"40834","information challenging cryptography quantum-mechanics mathematically field-theory"
"40836","vector killing"
"40841","basis consistent histories preferred disguise quasiclassicality"
"40843","field-lines"
"40850","wavelength"
"40859","free-energy confusion kinetic-energy hamiltonian"
"40861","dimensional spring"
"40866","string-theory duality deal modular magnetic-field crossing invariance field-theory"
"40867","mesh ewald method particle dimensions"
"40874","using solar-system determine eigenvalues"
"40875","blue sky"
"40881","tidal earth/luna faster-light lock"
"40882","begin-equation double-slit schr-dinger"
"40885","rod begin-equation buckling differential-equation"
"40886","jump international space-time station"
"40889","parachute angular-velocity slow baumgartner"
"40890","speed-light camera source path-integral"
"40894","synthetic elements unstable"
"40895","kramers"
"40896","trick flawless die"
"40900","view"
"40907","newton-law ohm"
"40919","infinite edge electric-field disk magnetic-field"
"40923","strain spatial tensor derivative"
"40924","superstring renormalization field-theory"
"40925","quantum-mechanics qft books qed"
"40929","rotating platform gravitational-force radius period"
"40930","131 detect iodine"
"40936","electric-field potential-energy potential-difference"
"40937","chamber volcanic gravity"
"40941","sonic baumgartner felix jump produce boom"
"40947","entanglement entropy"
"40948","train moving moon"
"40949","temperature"
"40957","grassmann generators dirac-equation magnetic-field"
"40958","gravity"
"40960","unstable technetium"
"40962","wave-function earthquake transverse"
"40965","friedmann tensor am-missing 1-2 maxwell-equations einstein"
"40968","speed-light travel changes gravity instantly"
"40971","quantum-mechanics variables continuous paper teleportation"
"40975","growth potential-energy"
"40978","slit-experiment product milk diary analogous black-hole"
"40979","position uncertainty-principle"
"40982","em gravitational-force blocking electric-field carrier static magnetic-field photons"
"40983","total-energy kinetic-energy constant-velocity"
"40985","wave-function mean particle act"
"40989","drag due friction air"
"40992","crystals space-time"
"40993","sphere hollow metal charge-density"
"40996","space-time begin-equation negative antimatter kinetic-energy schr-dinger"
"40997","magnetic-field"
"40999","alpha-beta reach fast person lifetime spaceship centauri"
"41002","plates microwaves charge-density"
"41004","electricity distributed generated stored directly home comes"
"41005","potential-energy kinetic-energy particle magnetic-field"
"41006","wheel car moving opposite-direction"
"41011","magnetic-field"
"41013","channels production particle"
"41017","electric-field charge-density static"
"41020","planet speed-light center-mass distance sun"
"41021","volume dependence 1-2 critical su-2"
"41022","uncertainty-principle derived maxwell-equations infinitesimal lagrange action euler"
"41025","visible magnetic-field"
"41026","universe happen"
"41030","dp/2 2-pi frac-1 psi-rangle rangle-langle int-frac"
"41031","adiabatic expansion"
"41034","term hamiltonian reasons dissipative leaving lyapunov wave-function writing kinetic-energy"
"41036","equations-motion euler"
"41037","fork frequency tuning vacuum"
"41038","body major axes stability spinning intermediate rigid minor principal"
"41039","failure rate negative interpret"
"41044","relative estimate dewpoint humidity"
"41049","torus planck field-theory"
"41056","minibands"
"41058","event-horizon related"
"41059","comets systems"
"41063","circuits notion voltage"
"41065","scalar-field lagrangian magnetic-field"
"41067","newton-law ohm metals"
"41070","kinetic-energy"
"41077","psi-rangle rangle-langle ipq proof"
"41081","space-time power symmetry radiation dipole reversal"
"41088","nmr relaxation"
"41090","rate moves space-time"
"41093","course qm linear algebra"
"41095","quantum-mechanics entanglement outcome measurement translational"
"41096","solving brachistochrone"
"41099","psi-rangle frac-1 frac-partial cx integrate"
"41102","object lagrangian movement"
"41104","carbon spacecraft engines"
"41106","object sqrt-2"
"41109","newton-law change gravitational-field"
"41110","dq frac-1 operator qd frac-partial differential-equation proof"
"41111","pressure string-theory gravitational-waves"
"41114","water glass happen space-time"
"41115","water condenser dielectric"
"41117","chemical reaction"
"41118","commuting eigenvector"
"41124","ball"
"41125","current spring effect"
"41132","wave-function data constant-velocity exponential"
"41137","coordinate-system polar"
"41138","action lagrangian physical-meaning"
"41139","quasi assumption static"
"41140","consumption based temperature power sensor electronic"
"41149","source bad smell assuming"
"41154","trajectory space-time craft"
"41155","osp 4-pi 8"
"41160","earth jumping moon"
"41164","space-time relativistic travel proxima centauri"
"41165","schwarzschild radius"
"41167","addition prove gegenbauer theorem"
"41170","mirror"
"41171","coupling simons chern limit fermions fundamental hooft field-theory"
"41173","excel 1/2"
"41174","ir result wavenumber vibration"
"41178","rope freely pulse wave-function"
"41180","identical particles"
"41186","1pi wilsonian"
"41187","uncertainty-principle delta"
"41193","field-theory morse"
"41194","kinetic-energy"
"41199","asymptotic center-mass higgs gravity safety predicted"
"41200","operator dilatations qm"
"41203","physics"
"41204","functions quantization physical-meaning algebras brst structure"
"41206","space-time asymptotic center-mass quantum-mechanics gap fock structure magnetic-field future/past field-theory"
"41209","angular-momentum tensor trace scaling conserved vanish kinetic-energy currents"
"41210","potential-energy magnetic-field"
"41211","spinor vector tensor"
"41214","oil lard"
"41216","entropy qualitative disorder"
"41219","brachistochrone"
"41221","preferred nonlocal basis"
"41223","charge-density operators sphere representation qubit bloch"
"41224","grassmann"
"41226","vectors unit coordinates cylindrical"
"41236","poynting theorem"
"41237","device speed-light space-time measure"
"41239","space-time moon"
"41241","probabilities heisenberg propagators picture"
"41243","snap crispy rice crackle pop"
"41245","uncertainty-principle mach"
"41249","alpha-beta doppler bb astrometric precision vs centauri"
"41253","stealth detect"
"41254","larry ringworld unstable niven"
"41258","cyclical flying airspeed aircraft constant-velocity standard-model"
"41261","symmetric resonator"
"41265","noether apply theorem"
"41266","capacitance"
"41271","acoustical 1d neighbor"
"41272","refutation quantum-mechanics qm calculation helium ground"
"41280","observed trapped cavity photons destroyed manipulated"
"41282","density-matrix maxwell-equations dirac-equation"
"41283","gradient opposite-direction electric-field potential-energy magnetic-field"
"41284","geometry truss forces internal-energy"
"41287","infinite imply kinetic-energy center-mass"
"41288","channels edge hall"
"41290","mathematical spotted courant answer-question ii vol error physics hilbert-space methods"
"41291","tension gravitational-force twice"
"41293","home diamond shock"
"41294","black-hole radiation hawking"
"41297","probabilities cuboid determine die"
"41298","astronauts satellite top experience tower"
"41304","hours 0-amp capacity ups"
"41307","hydrogen-atom"
"41309","entropy measurement"
"41320","foundations galaxies dark-matter argument"
"41321","sum impulse delta"
"41324","layers force-acting viscous gravitational-force"
"41326","car balloon helium tied"
"41329","diagram minkowski density-matrix lorentz-transformation physical-meaning"
"41331","water pump exit height"
"41333","angular-momentum"
"41337","nodal analysis circuit"
"41339","reference-frame space-time scales characteristic solar-system length particular electronic transport"
"41342","nuclear multipolar magnetic-fields"
"41343","background gauge dynamical potential-difference magnetic-field"
"41348","awg tungsten chart"
"41349","wave-function kinetic-energy"
"41351","huge kinetic-energy marshmallow"
"41352","length meters"
"41355","cylinder gravitational-force air"
"41356","coriolis free-energy gravitational-force fall"
"41359","orbital kepler elements"
"41360","electrons electrostatic stationary conductor equilibrium"
"41363","ideal-gas"
"41369","galilean transformations"
"41373","quantum-mechanics statistical-mechanics interpretation dead"
"41374","distribution"
"41385","spacetime"
"41386","kinetic-energy created"
"41392","statistics bound anyons"
"41395","peak"
"41397","earth magnetic-field"
"41398","acceleration distance space-time"
"41399","directed outer temperature air thermometer infrared display"
"41400","toast black-hole pieces"
"41401","pressure tube empty"
"41403","secondary multiplier expectation-value constraints lagrange"
"41404","absorb photons electron"
"41406","true isolated particle decay"
"41408","anti dark-matter"
"41415","nuclear gravitational-force strong contribute decay"
"41421","associated fundamental collision forces assuming absorbtion"
"41423","charge-density conjugation lagrangian field-theory dirac-equation"
"41424","bf mean"
"41434","nonlocal transport"
"41436","resistance nonlocal"
"41437","symbols commute christoffel"
"41439","density-matrix"
"41444","falling objects"
"41445","tensor basis"
"41450","times-10 accurate rise set transit"
"41452","scaling dimension"
"41455","past charge-density move filings iron"
"41458","bulk phase-space transition"
"41461","speed-light"
"41463","parabolic equations-motion"
"41464","hot halo ideal-gas"
"41469","plate near parallel capacitor"
"41472","parabolic weightlessness flight"
"41474","electricity photons released near voltage vacuum"
"41476","massless limit massive electromagnetism"
"41480","rip field-theory"
"41483","entire base proton hydrogen-atom universe"
"41485","holstein maleev dyson primakoff representation"
"41494","times-10 gravitational-force physical-meaning"
"41495","travel holographic string-theory uncertainty-principle field-theory"
"41497","potential-energy central magnitude magnetic-field"
"41501","bang"
"41502","compute straight-line closed circuit path-integral"
"41503","starts tube lights touching properly flickering"
"41507","stephen negative hawking"
"41509","electric-field conservative magnetic-field"
"41512","diagram feynman makes-sense real virtual"
"41518","rationale"
"41521","balloon pop"
"41527","reference-frame angular-momentum rest electron moving total-energy kinetic-energy"
"41539","perfect billion vacuum"
"41544","length contraction"
"41557","sun"
"41559","am-missing kinetic-energy transverse"
"41571","gain"
"41572","space-time aquatic aquarium habitat"
"41573","skydive human"
"41575","tube sounds name lasso"
"41576","tires bigger friction"
"41578","distance gravitational-force"
"41579","earth sleep magnetic-field"
"41583","flat disc particle simulation"
"41586","diagram minkowski space-time time-dilation"
"41588","kinetic-energy"
"41589","qft am-reading list topological"
"41591","photons emitted changes electron behavior"
"41595","speed-light filters"
"41597","lens resolution"
"41598","reference-frame identify landau"
"41603","action dirac-equation"
"41605","body earth black-hole temperature leo"
"41608","particle ideal-gas speeds temperature"
"41610","heat temperature"
"41615","interference-pattern wave-function probability speed-light"
"41617","charge-density lagrangian vector magnetic-field frac-partial derivative"
"41624","blue green appear lasers red"
"41625","space-time fabric"
"41626","led liquid immersed increase nitrogen wavelength"
"41629","einstein"
"41636","adding multiplying quantum-mechanics lagrangians lagrangian remove landau indefiniteness constant-velocity"
"41638","box gravitational-force equal weight normal-force"
"41639","sound characterizes metals metallic"
"41645","superfluidity limits"
"41653","acceleration 2-3 total-energy"
"41657","seeing event-horizon spacetimes"
"41662","angular-momentum tensor gravitational-field magnetic-field kinetic-energy physical-meaning"
"41667","sphere charge-density"
"41672","boat"
"41676","particles believe physicists"
"41680","electromagnetic-field speed-light electric-field magnetic-field called nor"
"41684","abiotic oil traditional formation deposit field-theory"
"41686","earth gravity center-mass"
"41687","based space-time begin-array"
"41689","spacetime compactness"
"41694","network"
"41697","operator rotation spin"
"41701","universe"
"41702","limit cooling doppler recoil"
"41707","cavity qubit realized"
"41711","dropping object moon"
"41715","name vanes speed-light glass black-hole white"
"41717","universe bang"
"41719","l_2 space-time qm"
"41721","sound speed-light travel"
"41725","global causal structure penrose"
"41732","wave-function fqh electrons iqh"
"41734","sphere superconducting potential-energy scalar-field magnetic-field"
"41735","flying easier"
"41737","plates capacitor parallel charge-density"
"41738","lagrange multipliers auxiliary magnetic-fields"
"41740","quantum-mechanics solar-system"
"41741","variable acceleration equations-motion linear"
"41744","atoms"
"41746","geometric quantization path-integral"
"41748","synchrotron radiation incandescent"
"41763","standard-model ising spins opposite-direction"
"41765","information symmetry conservation-energy"
"41767","schwarzschild unphysical black-hole"
"41770","electric-field wires birds shocked"
"41775","electrons outer inner ray"
"41779","rms ac values voltage"
"41780","quantum-mechanics schooler"
"41782","body product tensor"
"41787","speed-light faster-light due position"
"41795","voyager twins"
"41799","positrons materials"
"41803","bandgap spacing photonic crystals"
"41807","evolution mathematica begin-equation solving steady space-time using method"
"41808","spring kinetic-energy maximum"
"41814","webb space-time telescope james orbit l2 halo"
"41816","filled air"
"41817","space-time kinetic-energy uncertainty-principle"
"41826","volume pressure depth magnitude"
"41828","photo solar-system voltaic calculations"
"41834","particles speed-light virtual"
"41837","space-time door wind"
"41838","hydrogen-atom treatment theoretical bond"
"41844","rainbows appear"
"41845","power"
"41848","quantum-mechanics perturbation"
"41849","photons probability neighbor photodiode"
"41853","astronomy"
"41855","electric-field stored kinetic-energy magnetic-field"
"41856","lambda-2 universe mu-nu gravitational-waves"
"41858","gravitational-waves transverse longitudinal gravitational-field"
"41859","boundary-conditions wavefunctions single"
"41862","science computational physics"
"41863","initial-velocity"
