"id","tags"
"91808","noether time theorem"
"91810","loss water due evaporation volume boiling"
"91811","symmetry d_2 kitaev model spin rotation q_8"
"91812","object solar comes system"
"91813","thermodynamics law"
"91819","corrections qft propagator loop srednicki"
"91821","pressure incompressible"
"91827","water chalk amount temperature left"
"91830","scattering photon"
"91831","polarization quantum mechanics question"
"91834","quantum inequalities violate effect casimir"
"91837","object moving momentum friction surface"
"91840","fresnel"
"91843","beam cantilever"
"91845","cft bc"
"91846","qft operator single particle destruction"
"91847","water using smoker charcoal"
"91851","copper heat wire"
"91853","engine nasa"
"91854","spherical symmetry"
"91856","noether ordinate time co theorem"
"91859","gravitational equation time"
"91860","polarization dark matter vacuum"
"91861","lapse near rate ground"
"91862","current equation dirac"
"91863","heat"
"91867","forms relativity terms differential"
"91879","entanglement entropy 1d fermion chiral"
"91881","faster object gravity power exert"
"91883","independent interpretation form schrodinger equation time physical"
"91888","calculus book physics"
"91892","particle gravitational field 2 gauge using invariance spin"
"91895","applying center assumed equation proton dinger schr"
"91903","body diagram free"
"91907","measured cold draft"
"91909","vector equilibrium"
"91912","centripetal acceleration"
"91913","solids compression"
"91917","triple substances"
"91919","function angle"
"91920","body force"
"91932","electromagnetic duality"
"91933","fields magnetic letter"
"91935","based computed geometry apparent horizon local"
"91937","parabolic mass equations surface"
"91938","qft"
"91945","physics vector decomposition"
"91946","tuning fine explanation principle multiverse anthropic"
"91947","continuum density"
"91950","force der walls waals van equation"
"91951","particles usable energy subnuclear"
"91954","permittivity related"
"91956","object mass measure"
"91966","heisenberg relation"
"91972","action"
"91973","formula correct"
"91974","increase velocity mass"
"91978","sound power cable overhead estimate speed line wind"
"91980","chimneys tall mill"
"91981","relativistic doppler factor"
"91987","batteries charge"
"91990","origin comet hydrogen"
"91994","thermal mass energy"
"92005","superposition principle"
"92008","neutrino mass energy"
"92013","pressure initial explosion"
"92014","polarization particles vectors massive massless"
"92020","close molecules air"
"92021","motion scalar equations nordstrom theory"
"92023","pressure tube circular closed air"
"92026","simple law hooke"
"92027","oscillator harmonic modified analytic solutions infinite"
"92028","neutrons"
"92030","electricity radiation beta don"
"92034","nordstrom equation motion field scalar massless theory"
"92036","lens silvered surface"
"92037","time arise space"
"92045","force"
"92049","unitarity box integral generalized"
"92050","gravitational focus lenses"
"92051","energy inelastic conserved momentum"
"92058","derivation reference inertial required assumption frames transformation"
"92059","trajectory photons gravitons follow lense gravitational"
"92061","gravitational optical lense analog"
"92063","field gordon klein quantization"
"92068","nu"
"92070","potential electrode"
"92079","matter light speed pass"
"92080","law gauss"
"92087","formula mass"
"92088","sound 10m 51db intensity 1m 50db"
"92089","balloon"
"92091","finding spin particle"
"92095","flux charge electric external due"
"92101","mesoscopic physics/quantum transport"
"92103","ballistic resistance regime"
"92109","time names space"
"92111","nonrenormalizable tensor gravity"
"92115","lens angle extreme"
"92117","mass/weight"
"92118","direction energy emitted photon lower electron"
"92123","linear accelerator inside field tube electric"
"92125","universe wherever centre"
"92128","quantum field magnetic edge ballistic"
"92143","acceleration body net earth"
"92144","batteries parallel"
"92146","25 mm kelvin water pressure torr hg"
"92147","uncertainty spacetime principle"
"92151","exertion playground swinging swing"
"92154","irradiance light due surface source"
"92156","mechanics hole physics rabbit classical"
"92157","shell boson polarization vector massive corrections propagator"
"92158","jones light polarized vectors partially"
"92165","relic zone radiation due planet habitable speed"
"92166","nordstrom theory"
"92167","water heat"
"92170","field velocity effect particle electric"
"92173","probability gravitational electron atom emitting change"
"92177","gravity"
"92178","sun dilating time reach light"
"92179","opposite photons gravitational traveling waves directions emit"
"92185","phonons photons"
"92187","light speed time"
"92190","thin air"
"92193","pendulum universe explanation foucault rotating earth"
"92200","exact form closed"
"92203","particles modeled"
"92204","relativity energy rotational special translational"
"92206","function kinetic energy particle"
"92209","body human energy photon passed happen incredibly"
"92210","energy potential evolution particle"
"92212","0 reach resistance"
"92214","velocity value"
"92221","representation massless massive poincare"
"92223","automata cellular system emulates physical"
"92224","gravitational lensing black image"
"92229","tension surface nouy ring du method"
"92231","applied law gauss"
"92234","spacetime singularity probe gauge theory"
"92237","spacetime consider"
"92238","temperature"
"92240","function potential delta"
"92242","dark earth core disk matter"
"92244","bound negative"
"92246","manifold lorentzian einstein"
"92247","energy"
"92250","travel"
"92259","relativity quantum mechanics incompatibillity"
"92262","beam moment"
"92263","wavefunction collapse takes observation"
"92269","electromagnetic lagrangian field hamiltonian"
"92272","gates dam travel fast water discharge river"
"92273","engine stirling cone shaped"
"92274","wavefunction collapse measurement"
"92277","constant decay"
"92281","capture"
"92284","explain relativity tensors"
"92286","atmosphere"
"92289","path time paths"
"92290","trace factorization"
"92293","energy gravity"
"92295","engine reaction torque"
"92301","2 mirror mirrors"
"92302","shape explosion orbit"
"92305","universe inflation information"
"92314","chemical potential gas boson"
"92316","model chiral principal"
"92318","container fluid"
"92327","pseudo force effect buoyant force liquid"
"92336","transmission nerve impulse modelling"
"92337","laser cavity interference / content modal"
"92343","universe"
"92346","effect josephson fractional"
"92347","filter light exiting wavelength"
"92348","rutherford experiment questions"
"92351","equilibrium"
"92353","rolling sphere bowl oscillation"
"92356","electric"
"92361","behaviour washing duvet"
"92365","questions statistical mechanics"
"92366","product curl cross special"
"92369","moments law"
"92372","charge nucleus distribution"
"92382","effectively spools radiation shield"
"92386","wet hands static shocks"
"92388","2 dimensions time"
"92389","determined spin gerlach stern"
"92392","collision photon particle"
"92398","qubits entangled"
"92401","quake accurate frost simulation beer exploding bottle"
"92404","schwarzschild"
"92405","infinite"
"92409","energy density tensor momentum canonical"
"92411","qft regularization"
"92415","commutator operatorname evaluating sign"
"92416","head elastic relativistic direction collision reverses momentum"
"92420","life nucleus calculate half"
"92428","electromagnetic electrical wave"
"92430","water rocking kettle boil"
"92431","rope tension constant equilibrium"
"92433","dust diamond conduct"
"92435","lhc month"
"92440","moving vacua degenerate"
"92444","pre fulfilled measurement"
"92450","body wavelength electron macroscopic"
"92453","decohered environment measured system apparatus"
"92454","guinier form factor"
"92456","guinier form factor"
"92457","heat momentum angular engines"
"92462","action understand principle"
"92463","name principle"
"92465","sun moon"
"92467","gravitational 2 spin wave"
"92469","resonance multiple"
"92471","gauge wightman axioms"
"92473","scale tried pisa experiment galileo tower"
"92476","steel sound unusual balls hard produce chirping"
"92484","function equation hubble value time"
"92486","images increments"
"92487","tachyon hole black horizon"
"92488","increase lorentz transformation"
"92489","pressure electron degeneracy"
"92491","distance electrons"
"92492","length hold true planck"
"92495","color flashlight falling black hole"
"92497","photons due contraction"
"92498","eigenvectors eigenvalues spin"
"92502","current heat voltage"
"92509","theory simons chern mills coordinates yang"
"92511","pressure molecules space"
"92516","twice difference moon"
"92517","function zero asymptotically approach wave"
"92518","direction torque mathematically"
"92520","tunneling measurement"
"92523","disks"
"92526","tunnel wind"
"92530","operators differential transform"
"92535","color absence black"
"92540","quantum books physics"
"92549","procedure quantization"
"92553","spin flex soc including"
"92554","pressure flow density"
"92558","finding particles probability volume"
"92560","pair fusion production gluon top"
"92562","equation correct"
"92565","found electron space atom"
"92571","kill beetee plan tributes lake"
"92574","ghost fields physics particle"
"92575","magnet energy electron"
"92579","mechanics coordinates classical"
"92587","pipe river flowing"
"92588","lens beam angle"
"92589","field magnetic conductor rectangular"
"92593","standing calculate waves"
"92594","eigenvectors span space operators quantum hilbert"
"92597","dispersion energy graphene"
"92600","oscillating elevator dilation time"
"92603","lhc experiments references"
"92606","world lines time"
"92607","pipe energy hose"
"92615","interpretation hamiltonian collective basis dicke geometric"
"92616","hidden momentum"
"92621","field"
"92622","paradox"
"92623","elementary particles"
"92625","orthonormal eigenstates hamiltonian"
"92629","atoms electrons"
"92633","torque center"
"92640","temperature 1850 1920s physicist metals measure molten"
"92641","justify"
"92642","engine stirling"
"92647","quantum american experiment scientific eraser"
"92648","nicol prism"
"92650","dispersion energy graphene"
"92652","body equation takes"
"92653","sponge filter concept physics"
"92656","earth"
"92659","postulates reduction qm postulate predictions"
"92660","established"
"92662","color seeing"
"92667","quantum interpretations cosmic conspiracies"
"92671","practical applications quantum foundations"
"92672","record stereo"
"92676","banked"
"92683","center newtonian relativity gravity equal mass"
"92687","displacement field density electric polarisation"
"92688","explain internal energy enthalpy"
"92689","motion pendulum nature"
"92694","increase corrosion mass iron"
"92695","famous drop"
"92696","moments inertia"
"92698","phonon interaction terms potential"
"92701","light sources"
"92704","happens electron photon"
"92706","angular momentum"
"92713","rotational calculate theoretical mass inertia experimental"
"92714","spectral binary fraction relation stars mass class"
"92715","circular"
"92719","submarine compass"
"92720","volume periodic fluctuations npt boundary conditions inertia"
"92723","matter"
"92724","conducting random metal major sample thermal common rock properties"
"92725","radiance sun spectrum coincidence water solar absorption"
"92726","causality topology"
"92727","helium floating rigid spheres"
"92728","depend"
"92736","modes hermite gauss beam complex using parameter"
"92737","real subspace theory"
"92739","infinity series sum 1 3 2 5 4 6 1/12 +"
"92741","ricci tensor geometrical"
"92742","exhibit relativistic mass effects"
"92747","positron mass neutron proton emission"
"92753","energy difference hydrogen atom"
"92754","interaction spin orbit correct"
"92758","walk circle"
"92761","scherrer diffractometer procedure debye powder"
"92763","friedmann"
"92769","distance curvature mass nonmoving strong spacetime"
"92776","complex hler manifolds"
"92784","neutrino anti"
"92785","electron w+ neutrino boson"
"92786","neutrino neutron exchange"
"92796","perceived eye electromagnetic radiation human light"
"92799","wall spring attached free diagram stretched correct"
"92805","scale universe factor cdm model lambda"
"92807","copper mug cold moscow mule"
"92808","sitter de temperature"
"92809","chern theory simons sp su topological ground degeneracy"
"92811","flow conservation mass"
"92812","mechanics principle galilean landau"
"92814","current field magnetic loop"
"92821","frame moving reference"
"92825","variables physics"
"92828","temperature assume de stop cmb reaches sitter reasonable growing equilibrium"
"92832","associated electric positive photon annihilation field frequency"
"92837","mathematical atmospheric refraction"
"92842","acceleration freely minimum mass falls"
"92849","free valid reasoning galilei fall"
"92850","thermometer"
"92856","polar mpemba snow effect water boiling vortex"
"92861","car run electric eels"
"92864","interaction"
"92867","positions"
"92869","position measurement"
"92872","wall spring elongation attached"
"92874","polarization light random calculate"
"92877","efficiency single shot heat"
"92885","legendre hamiltonian missing lagrangian terms transformation"
"92890","acceleration relativity"
"92892","field wire voltage created"
"92893","water conductivity"
"92895","happens electron covalent bond"
"92896","mass geodesics"
"92900","photon boson"
"92901","velocity hubble parameter peculiar"
"92902","double slit vacuum"
"92903","concept polarisation light photons applicable wave"
"92910","exotic coupling"
"92919","terrestrial uvb attenuation atmospheric planets"
"92921","information kinetic potential energy"
"92925","differentials treat"
"92926","proton atom"
"92933","hamiltonian lagrangian dependence time"
"92942","pieces cut mass trough center"
"92944","commutator time"
"92951","field gravitational mass centre"
"92952","domain symmetry wall breaking formation spontaneous"
"92955","experiment exorbitant rutherford counts"
"92957","equation newton torque law 2nd"
"92960","steel stainless conductor"
"92961","mechanics newtons third law"
"92965","mass weight"
"92969","light uncertainty speed"
"92975","acceleration lifted constant weight mass force"
"92978","helium balloon cage closed"
"92980","star colour intrinsic"
"92983","water shallow equations euler"
"92986","ergodic third models thermodynamics quantum law ground"
"92990","star 30 schwarzchild radius solar mass"
"92996","energy total"
"92998","term dirac negative sign potential kahler"
"92999","space time"
"93000","domain fourier interpretation laplace"
"93001","chemical reactions"
"93003","surfaces trapped"
"93007","nuclear supernova able arsenal earth neutralise"
"93009","dynamics circular motion"
"93013","pressure partial flow"
"93016","physically quantum energy measurement"
"93020","time conservation space laws"
"93022","definition reference momentarily frame comoving mcrf"
"93026","infinite potential square solutions"
"93027","function ipx positron exp wave"
"93029","particles fields classical"
"93035","born propagators rule"
"93036","inflation potential exponential"
"93037","space tangent free time"
"93039","holes swallowed black"
"93041","neutrinos energy powerful supernova form"
"93043","compact gauge theory degeneracy"
"93044","explain constant accelerated expansion"
"93045","riemannian spinors metrics compatibility"
"93048","device measuring energy surface"
"93050","fourier exact transform"
"93054","sun energy earth"
"93059","dust particles"
"93060","abelian cs term total derivative"
"93062","conservation angular momentum"
"93065","qft"
"93068","locality quanta"
"93072","increase pressure heat"
"93073","faster wheeled weight vehicle"
"93075","temperature probability occupation"
"93076","double section poincare pendulum"
"93081","eddy metal currents"
"93087","hose tap garden behaviour pinching closing"
"93091","water ice time"
"93094","generalized qubit 2 matrix density"
"93095","supersymmetry"
"93106","beam laser position"
"93109","emf lorentz force motional"
"93112","level conduction bandgap excite observed band electronic"
"93122","commutation relation hold"
"93124","series divergent"
"93127","alimentary perot packaging interferometer fabry film"
"93130","doing element useful heating wasteful"
"93136","mechanics shouldn black quantum hole change"
"93138","landauer practical bremermann limit purposes"
"93140","accelerators storage energy technology particle"
"93141","solid sphere gravitational potential inside"
"93144","oscillator harmonic"
"93149","virial variational method theorem"
"93157","action hilbert modified variation einstein"
"93160","normal force understanding"
"93165","correct"
"93168","particle"
"93169","acceleration moving incline block"
"93170","quiver mills lagrangian superyang 2 mathcal"
"93171","2 algebra sl"
"93175","operator hamiltonian"
"93176","mechanics commutativity lagrangian rule delta"
"93179","index measurements refraction"
"93183","segal theory atiyah topological field quantum axioms"
"93190","matter dirac anti"
"93191","objects reflection virtual"
"93192","madelung constant divergent"
"93196","internal rod"
"93199","reference relativity isotropy homogeneity imply principle special"
"93200","slit experiment multiple collapse"
"93203","repeated breaking due"
"93208","shadows direction train moving"
"93210","terminal velocity system"
"93212","dilation time"
"93215","time"
"93217","adjustable tap supply house water allow"
"93222","sonar submarine diver"
"93223","mathbf electric charges field generated static vec distribution"
"93225","vector nature conservation connected 4 law"
"93227","values hydrogen angular momentum"
"93233","rod neutral glass charge touching charged"
"93234","charge electrons"
"93235","stress don tensor form energy 0 vector 4 alpha"
"93236","operators mirror"
"93238","conversions vice versa delta"
"93240","rotation object movement"
"93243","electromagnetic"
"93244","redshift"
"93245","interferogram ft ir / looking raw fid nir nmr data"
"93251","device energy"
"93255","troubles bound nucleon"
"93256","baryons useable extract split energy"
"93258","tight model binding generalized"
"93266","optimal angle projectile"
"93268","faster reference light travel speed frame"
"93271","schwarzschild holes near black particle"
"93273","beams interference polarised"
"93274","dilation time"
"93277","force lorentz homopolar motor"
"93279","aluminium 20 200g pot ice 0 heat 400g"
"93286","current charge"
"93292","frame vector 4 proof"
"93294","projective null loop timelike twistor"
"93296","droplets caustics glasses"
"93297","acceleration gravitational uncertainty standard"
"93301","sinking table energy gravity expended"
"93303","function gravity time"
"93306","capture objects focus"
"93310","transparent translucent"
"93311","energy uncertainty minimum principle"
"93314","divided unit standard"
"93315","function graph lorentz force angle"
"93316","lightbulb switch inductor circuit"
"93319","hubble time"
"93324","energy particle"
"93327","buoyant accelerated container force"
"93332","stellar stars mass massive wind"
"93333","pressure difference absolute gauge basic"
"93336","lighting evaporation"
"93337","energy signal"
"93340","l_x calculate"
"93345","water boiling ice"
"93346","dieletric capacitors parallel"
"93347","roundest rotor object probe gravity project sphere avogadro"
"93350","distribution galaxy sampling"
"93352","scalar fermions"
"93356","ac electromagnets"
"93358","field magnetic superconductors"
"93359","spin 1/2"
"93364","metric signature"
"93368","quantum gravity space hilbert superspace"
"93372","uncertainty relation angular"
"93373","constant newton interpretation"
"93386","tension cable"
"93390","lorentz"
"93391","upper lower level system water drainage"
"93392","plano vs bi convex"
"93394","quick zwiebach calculation 2 5"
"93399","motor noise cancellation pool solution"
"93408","pull equation galaxy"
"93412","pattern michelson interferometer"
"93413","connections ashtekar homeomorphism spacetime space"
"93414","process adiabatic argument quasi static entropy change"
"93415","commutation relations operator quantum angular momentum"
"93419","universe expand dilation time"
"93421","infinity mirrors"
"93424","sound passes move wave particles air"
"93425","model lemaitre eddington"
"93428","matter cosmic horizon"
"93430","em mechanics classical modeled field quantum"
"93434","quantum gate simulators 2 cnot"
"93439","field inductive electric convective"
"93447","upper suffocate corner probability air"
"93449","action invariant lorentz integral"
"93452","top object angular released moment velocity lever arm"
"93455","spinor vector 4 transformation"
"93461","twin paradox simultaneity"
"93463","clocks"
"93466","superstate/superposition atomic"
"93467","lever fixed arm"
"93469","step lorentz derivation transformation"
"93470","relativistic mass momentum"
"93471","breaking wave length fermi phase difference"
"93475","pressure oil calculate / fluid"
"93476","kinetic energy"
"93478","torque mass center results"
"93480","relativity newtonian"
"93481","relativistic equation lagrangian"
"93483","error"
"93493","slows spinning energy skater figure"
"93495","stark"
"93498","diffusion"
"93506","squashed sphere 3"
"93507","current em ac produce waves"
"93508","moment kinetic changed energy inertia"
"93509","spacing diffraction"
"93514","quantities uncertainty measured calculate experimental"
"93515","entanglement double slit experiment"
"93517","lorentz complexification"
"93518","gravitational lensing density"
"93520","filter signal spatial"
"93528","quantum mechanics sign"
"93530","pressure directional"
"93533","2"
"93537","mathcal 3 2 4"
"93540","phase wood"
"93542","metals constant permittivity dielectric"
"93546","distributed kinetic property qm energy"
"93549","4"
"93551","density"
"93554","integral physical"
"93557","calculate simple magnet potential electrical output"
"93561","tensor inertia"
"93566","holography understand"
"93567","deviation physics standard"
"93571","positive"
"93575","approach"
"93580","push pressurized constantly gas"
"93582","function beta bare parameters independence"
"93583","simple question permittivity"
"93584","stick atoms"
"93585","electrons"
"93588","units constant coulomb"
"93589","approximating evolution occurring dimensional subspace"
"93590","gupta bleuler formalism"
"93596","sound direction"
"93599","centripetal reactive cancel centrifugal forces"
"93600","particles touch collision"
"93603","subshell preferred regions reason electrons orient"
"93605","spherical coordinate system"
"93610","distance compute planes"
"93611","dimensions"
"93614","photon freedom degrees"
"93620","field magnetic duality particle wave"
"93621","electric sphere field complex dielectric polarizability"
"93623","radiation block lead"
"93624","spherical harmonics"
"93626","imaginary vector poynting"
"93627","riemannian fields pseudo killing vector homothetic conformal manifolds"
"93632","information continuous boson sampling quantum variable"
"93634","meson colliders"
"93638","dirac classical gases fermi einstein bose regime"
"93642","reflection barrier transmission 1 potencial paper coefficients"
"93648","atom geometric kepler hydrogen quantization"
"93649","conductor density curvature charge radius surface"
"93653","light speed expansion universe"
"93655","body revolving"
"93657","field fivebrane structures string theories"
"93659","newton law"
"93663","released energy 2 mc form"
"93665","scalar ricci"
"93666","energy star"
"93669","splitter beam electric power field"
"93670","moment frame"
"93671","blue darker"
"93675","clocks moving time"
"93679","metric tensor components"
"93680","swim body experiencing fish turbulent flow fast"
"93686","turbulence explain"
"93692","definition newton force law"
"93693","cdot epsilon + expansion 2 vec"
"93696","scope sniper"
"93697","thermal equilibrium"
"93698","measured zero torque"
"93703","quantum particles observed"
"93705","slingshot mass"
"93707","matter"
"93717","diameter object relationship crater"
"93721","streams fireworks fountain black type"
"93722","spin proton measure"
"93724","quantum fluctuations domain"
"93739","collision kinetic conservation energy"
"93744","rolling slipping ball cylinder hollow"
"93745","metal density"
"93751","earth rotation object stratosphere affect"
"93757","current eddy losses"
"93760","electromagnetic radiation lenses"
"93764","cosmic"
"93770","energy required electrons remove"
"93771","field force representation"
"93772","energy transverse missing"
"93773","asymptotically ir uv trivial free"
"93774","susy near masses degenerate"
"93776","qed loop coupling"
"93779","function beta renormalization"
"93780","mass fermion mechanism higgs"
"93784","flux cylinder"
"93792","springs theorem earnshaw"
"93795","delays time"
"93798","art particle detection localization"
"93799","accelerated tube liquid"
"93801","drag nose minimal cone"
"93810","2 rank"
"93812","current charge"
"93814","flammable electricity gases fire static cause"
"93830","spherical form galaxies spiral 2d instead"
"93835","voltage accelerating"
"93836","theory self field consistency analogous string mean"
"93837","happens kronig disobey results relations kramers physical constraints"
"93839","relativity experiments predictions physical"
"93841","rubber entropic force"
"93842","satellites gravitation"
"93846","mathbf cdot renewcommand 1 2 vec"
"93851","dark matter walls filaments form"
"93852","gradient field"
"93855","volume doubts"
"93856","magnet field magnetic lines change"
"93861","thousand principle tests mtw einstein"
"93870","force"
"93874","read feynman free lectures"
"93876","0 equation potential radial"
"93879","invariant charge lorentz electric"
"93883","force"
"93884","dirac notation basis"
"93886","spherical cartesian tensor harmonic rank dimensional vector"
"93887","pressure force apple"
"93889","plate tube vacuum"
"93891","action polyakov operators differential"
"93893","electromagnetic oscillate waves"
"93896","0"
"93900","action references"
"93902","velocity magnitude lagrangian landau"
"93904","light energy speed"
"93905","inertial symmetries"
"93909","apparent event horizon"
"93911","placed object electric field"
"93912","relativity riemann special normal"
"93914","covariant derivative vanish"
"93916","hdd radio emit waves"
"93918","force"
"93920","kinetic frequency energy"
"93930","multiplied force distance"
"93933","strength tensor circulation infinitesimal field potential gauge loop"
"93937","forced systems hamiltonian"
"93938","proton"
"93955","learn classical physics learn quantum physics"
"93956","dr sign"
"93957","construction suzuki kazama"
"93959","wall visible source light"
"93961","gas drinks"
"93964","mirror reflection axis"
"93970","confined weyl bosonic particle algebra"
"93971","collision energy conserved momentum"
"93976","spin"
"93978","4th 3rd"
"93982","calculus physics notation understanding"
"93987","density concept partial bloch theorem"
"93988","hole black exclusion pauli principle"
"93989","field conducting ring electric"
"93992","capacitance"
"94000","rotating torus free simulate fall"
"94001","bicycle spokes"
"94003","shut window door faster"
"94013","bead alternative equation friction"
"94015","simple j/cm 2 result 6"
"94019","observed electron microscope bombs atom"
"94020","position operators momentum"
"94026","field gordon klein"
"94029","collision elastic"
"94030","linear symmetry"
"94032","cos sin"
"94040","quarks"
"94048","shape magnetosphere"
"94049","speed electron photon"
"94054","dimensional quarks 3d space"
"94057","energy free lagrange"
"94060","independent incoherent sources"
"94062","tension surface"
"94063","1 spin"
"94067","solid dispersion relation correctly measurement understand"
"94071","confusion derivation lorentz transformation"
"94074","klein transition field gordon amplitude contour"
"94077","energy potential"
"94085","acceleration object equations angular"
"94086","affect temperature"
"94087","acceleration box cut thread instantaneous determine"
"94089","lagrangian"
"94095","james joule conservation energy"
"94099","finding model 3d ising ground"
"94103","waves"
"94105","airflow northern hemisphere mid stratosphere earth"
"94106","mu sigma 5 nu gamma"
"94107","wheel"
"94110","error propagation estimations sine cosine"
"94112","system"
"94116","object mass restitution"
"94119","3 photon dual"
"94120","rays light screen reflected mirror difference"
"94122","recurrence universe relevant poincare"
"94123","metric perturbation brans theory dicke"
"94124","light refraction"
"94125","angular momentum"
"94127","mpemba optimal temperature effect"
"94132","electromagnetic geodesic"
"94133","acceleration light speed"
"94134","chains names decay"
"94135","distance light sources coherent minimum objective airy"
"94138","light travel neutrinos faster air"
"94143","oscillations system"
"94152","rubbing silk rod"
"94153","move"
"94154","representation matrix"
"94160","compared bath water oil tub fill"
"94165","medium speed change virtual"
"94170","field concept electrodynamics"
"94172","neutral force atoms"
"94179","energy"
"94181","radiation planck 2013 density"
"94183","train coin"
"94194","magnetic muscles"
"94196","communication laser faster microwave"
"94198","affect noise fm"
"94200","theory glory morning cloud roll causes physical"
"94207","proper path space minkowski time"
"94208","help solve paradox"
"94209","potential calculate circuit"
"94210","bus mosquito"
"94212","position time"
"94217","diameter efflux speed"
"94222","tension handle built removing"
"94225","forward intensity bias voltage"
"94226","energy potential fermi electric"
"94229","current charged displacement capacitor"
"94233","potential tise triangular"
"94235","sun near"
"94240","happens diode zener microscopic level"
"94244","kinds isotope"
"94245","ensemble phonon grand mode canonical"
"94246","list degree tunable"
"94247","actually speed whip crack"
"94249","answer mechanics questions"
"94250","local hamiltonian"
"94253","naive question matrix"
"94256","absorption length thermal neutrons medium"
"94261","fence"
"94266","model ferromagnetism ising"
"94268","determines particle decay energy beta distribution neutrino"
"94272","plane"
"94273","fields magnetic force electric particle"
"94278","following circuit mistake"
"94281","energy potential curve"
"94283","critical string theory"
"94286","synchronization clock"
"94289","equation 38 peskin 6"
"94291","propagation time radio wave"
"94293","equation nonlinear linear differential"
"94294","repulsive"
"94295","operator real gordon klein field"
"94296","choose"
"94300","cancel field magnetic doesn coil"
"94309","zhe string theory"
"94312","flammability statistical"
"94314","terminal velocity object"
"94316","quantum particles exist wave"
"94317","increase light speed"
"94318","field space higgs"
"94320","lagrangian"
"94322","heat microwaves infrared"
"94327","feel photons objects gravity"
"94329","collision electron photon"
"94331","bad semiconductors intrinsic temperature carriers"
"94332","dark matter accretion black hole supermassive"
"94333","field major role electric vision"
"94344","force electric due experience produced field charge"
"94348","variational via equations geodesics principle"
"94350","flat banked rounding curve track velocity"
"94351","velocity speed instantaneous"
"94354","observable single uncertainty measurement"
"94355","satellite noise vibrational"
"94356","shadows intersection"
"94358","low rank entangled"
"94359","emitted photon"
"94362","causes"
"94363","prism"
"94364","rotation torque"
"94369","steps electron photon energy occur"
"94374","frames reference"
"94375","monochrome values monitor"
"94378","charge conductors"
"94381","energy conservation"
"94383","alternative prove theoretically reality"
"94385","quantum field collapse theory"
"94389","lux light measures candela relationship"
"94391","height"
"94404","orbital information required observations satellites gps"
"94407","total resistance"
"94410","stream vertical porcelain flow surface water"
"94412","fine cosmic multiverse tuning"
"94416","decohere photon"
"94422","lower"
"94424","equation"
"94429","junction injection pn carriers"
"94430","sound"
"94431","spring"
"94436","motion distance maximum origin projectile"
"94437","light travel speed human"
"94444","dark single diffraction slit spots"
"94451","phase light"
"94457","particles energy 3/2 spin free"
"94459","field vector divergence geodesic sphere"
"94463","earth varies apparent weight"
"94467","school junior"
"94468","detectors"
"94469","ground gun tumble"
"94471","don people explain six fall earth"
"94479","matter equilibrium thermodynamic"
"94481","super mario physics reality"
"94488","time"
"94489","scattering 2 photon 0 leq"
"94492","light speed sources opposite"
"94495","junction charge pn density"
"94499","shot gun"
"94505","picture isomorphisms"
"94506","deviation standard operator zero quantum position"
"94511","conduction energy conservation"
"94512","behaviour field static electric conservative"
"94515","oscillator harmonic"
"94520","project water image"
"94522","units formula bethe change"
"94525","false true statement time"
"94528","copper spin motor plate"
"94532","operator srednicki time"
"94537","achieving"
"94538","3c ice bath"
"94541","fair model wind sailing"
"94542","water weigh bucket air"
"94543","compact pulsar crab"
"94544","maxwell invariance lorentz equations"
"94549","spin measurement"
"94551","variable mandelstam derivation"
"94554","qft values expectation"
"94556","dispersion lehmann kallen"
"94557","der hamiltonian van waals"
"94559","increasing potential voltage"
"94560","century god 19th del physicists equations hilbert"
"94563","water weigh cold hot"
"94567","information entropy theory statistical"
"94569","particles momentum normalization eigenfunctions"
"94573","earth gravity escape"
"94574","field gravitational gas curl stars"
"94585","basis"
"94586","frequency laser measure"
"94587","frequency optic acousto"
"94589","boltzmann kolmogorov entropy"
"94592","operator product complex dot momentum"
"94594","field"
"94596","gravity"
"94597","speed angular planets"
"94599","vanishing weyl tensor contraction"
"94600","entropy"
"94603","gauge iqhe laughlin argument explaining"
"94605","field exerted force magnetic dipole"
"94607","independent schr equation dinger time proof"
"94609","matter"
"94614","light near frequency massive object"
"94616","operator spin system"
"94619","solid transformation"
"94620","difference diamagnetism superconductivity"
"94624","spin orthogonal"
"94627","colour"
"94628","motion field equation relativity scalar"
"94631","understanding voltage"
"94633","orbital velocity spoon satelite"
"94635","parachute safely land sky"
"94636","twin paradox condition reunion"
"94639","water constant dielectric"
"94644","mathematical coleman theorem mandula"
"94647","earthing"
"94653","sign"
"94654","quantum proofs inequalities"
"94655","invariants connection form"
"94656","csl chern gsd"
"94657","basic introductory quantum mechanics question"
"94660","motion inclined cone surface"
"94662","solid diffusion stress shear"
"94665","body mass reduced particle"
"94669","symmetry hamiltonian tr projected triangular field d+id lattice spin mean"
"94670","sun light"
"94672","article slowed compressed interpret light"
"94675","approximation quantum copenhagen interpretation"
"94680","sound distance travel calculate"
"94681","laws"
"94689","comets travel physics"
"94691","gas fermi degenerate"
"94693","2"
"94695","function process adiabatic"
"94698","symmetric metric spherically"
"94699","electromagnetic gauge field hamiltonian"
"94702","load cargo container axle calculating"
"94708","spinor inner"
"94712","newton force third retarded"
"94714","spin question expectation value time"
"94718","function sinusoidal sign minus wave"
"94734","motion simple equation pendulum"
"94746","spherical time"
"94747","null lines degenerate plane"
"94750","light electron faster energy"
"94752","water balloon am reaches momentum"
"94756","coffee milk"
